lat,lon
144.3572831,-38.19241243
144.3575706,-38.19240221
144.3578954,-38.19234822
144.3577664,-38.19231369
144.3568342,-38.15079249
144.3816623,-38.0266257
144.297729,-38.16433264
144.2974185,-38.16419055
144.2976853,-38.16414009
144.297383,-38.16403377
144.2976113,-38.16381407
144.2973154,-38.16373584
144.2975738,-38.16364842
144.2975547,-38.16356434
144.2972757,-38.16356085
144.2972414,-38.16340989
144.2972182,-38.16330218
144.2971973,-38.16314962
144.30345,-38.16274932
144.3038493,-38.16265861
144.3034928,-38.16261769
144.3037362,-38.16259241
144.3036228,-38.16257407
144.3037632,-38.16245142
144.303652,-38.16242026
144.3037971,-38.16226768
144.3036818,-38.16225073
144.3038256,-38.16213388
144.3037065,-38.16212113
144.298343,-38.16394431
144.3324998,-38.18790571
144.3950366,-38.02651096
144.3039792,-38.15547602
144.303995,-38.15508594
144.303941,-38.15451923
144.3039203,-38.15433787
144.3038999,-38.15415887
144.304162,-38.1540622
144.303875,-38.15394009
144.3041391,-38.15386143
144.3038204,-38.15369558
144.3039105,-38.15336514
144.3019819,-38.15318719
144.30262,-38.15302295
144.3021073,-38.15300648
144.3024071,-38.15300369
144.3031771,-38.15293087
144.3029638,-38.15286907
144.3024742,-38.15279256
144.3018606,-38.15249486
144.6065538,-38.27542873
144.4012211,-38.03450168
144.4011152,-38.03449421
144.4008755,-38.03446358
144.3810927,-38.15834561
144.4549579,-38.19728329
144.3459776,-38.18306532
144.3659112,-38.14639781
144.4017789,-38.0338818
144.4013189,-38.03374717
144.4007285,-38.03351526
144.3676779,-38.1555308
144.3038311,-38.16279307
144.3036453,-38.16277174
144.3360122,-38.18224824
144.2981672,-38.16396787
144.2977429,-38.16389676
144.2979406,-38.16387027
144.2981376,-38.16384387
144.3472634,-38.14326184
144.3349471,-38.09946207
144.2984222,-38.16316559
144.2976105,-38.16308969
144.2977975,-38.16306508
144.2979983,-38.16303868
144.3640975,-38.14641129
144.3038028,-38.15325848
144.3017974,-38.15323778
144.3036783,-38.15316393
144.3030534,-38.15312036
144.5461847,-38.16906526
144.5465181,-38.16897829
144.5462613,-38.16893216
144.5465575,-38.16883339
144.650152,-38.12379501
144.6499508,-38.12376659
144.6496476,-38.12369994
144.6495318,-38.12366655
144.649442,-38.12363731
144.6502851,-38.12362835
144.6501318,-38.12361068
144.6493536,-38.12360558
144.6500248,-38.12359534
144.6492666,-38.12357141
144.6491812,-38.12353483
144.6497041,-38.12352499
144.6496156,-38.12349947
144.6490563,-38.12347555
144.6495285,-38.1234713
144.6494428,-38.12344053
144.6493587,-38.1234072
144.6489102,-38.12339654
144.6492762,-38.12337136
144.6487817,-38.12331754
144.6479514,-38.12238776
144.6478983,-38.12226001
144.6478574,-38.12214833
144.6480877,-38.12212314
144.6480412,-38.1219379
144.3318671,-38.13743625
144.2989122,-38.16332205
144.2987287,-38.16331529
144.2989042,-38.16322466
144.2987195,-38.16320396
144.2976164,-38.16327164
144.2977877,-38.1632491
144.2985686,-38.16314631
144.2981888,-38.16301361
144.2983962,-38.16298632
144.2985956,-38.1629601
144.3035074,-38.15332723
144.3033023,-38.1532165
144.3036611,-38.15300119
144.3034875,-38.15294252
144.3037245,-38.15293484
144.3035668,-38.15285956
144.3038794,-38.15277483
144.303733,-38.15268764
144.3384181,-38.07459858
144.3384468,-38.07444984
144.3384698,-38.07433089
144.3385038,-38.07415474
144.3385413,-38.07396068
144.3385602,-38.07386281
144.3385879,-38.07371906
144.3386203,-38.07355136
144.3386533,-38.0733804
144.3387278,-38.07299501
144.6494305,-38.12269845
144.6492801,-38.12266277
144.2977719,-38.16402085
144.2979695,-38.16399436
144.2986041,-38.1639135
144.2983411,-38.1638166
144.3472878,-38.14346264
144.3042095,-38.16203971
144.2980168,-38.16321894
144.3032378,-38.16166409
144.3027466,-38.16246541
144.3027748,-38.16233876
144.3028001,-38.16219344
144.302818,-38.16210088
144.3028346,-38.16199398
144.3041895,-38.16188112
144.3039554,-38.16185508
144.303748,-38.16183172
144.3035044,-38.16180324
144.3474104,-38.14320317
144.3475015,-38.14318855
144.6364177,-38.11888849
144.3995189,-38.03351846
144.3940387,-38.02943738
144.3579629,-38.14986278
144.6600444,-38.11817093
144.4046859,-38.02902706
144.4046133,-38.02898184
144.6508656,-38.12052406
144.6529945,-38.11730122
144.3970622,-38.02774938
144.3872572,-38.01898943
144.5478906,-38.26052772
144.4046447,-38.01424391
144.3576359,-38.14976225
144.3939928,-38.02914175
144.4674739,-38.19093608
144.6313543,-38.12146238
144.6360948,-38.12173166
144.3995968,-38.03408241
144.3788543,-38.15830681
144.4669065,-38.19089416
144.3968744,-38.02762761
144.3987633,-38.02278845
144.398885,-38.03645881
144.4209912,-38.02527881
144.4223259,-38.02291604
144.3871997,-38.01517346
144.3100178,-38.20584141
144.3039649,-38.20597415
144.4198221,-38.02263834
144.3545357,-38.09128143
144.3953,-38.02663522
144.6323378,-38.12066641
144.4102055,-38.02946821
144.4725947,-38.18600356
144.3949726,-38.02766309
144.394998,-38.02753457
144.3946415,-38.02716637
144.3896229,-38.02552931
144.6407243,-38.11739396
144.6409865,-38.1172878
144.4100647,-38.01958213
144.6644691,-38.11533997
144.4221287,-38.02461885
144.422035,-38.02460774
144.339822,-38.19694076
144.6354172,-38.12188007
144.612654,-38.27202991
144.4042907,-38.01520342
144.3374847,-38.19880057
144.4602511,-38.1890943
144.3311022,-38.1372262
144.4017529,-38.02205236
144.4066642,-38.01473524
144.333076,-38.14060169
144.4149067,-38.02729462
144.361028,-38.1555724
144.3554412,-38.1539625
144.373051,-38.15637122
144.3613612,-38.16262413
144.3682133,-38.15859676
144.3314063,-38.13467094
144.343751,-38.13755969
144.377647,-38.15682209
144.3348427,-38.13792443
144.3332961,-38.1344463
144.4070445,-38.01777356
144.635519,-38.12190973
144.4675232,-38.19094824
144.4674261,-38.19092933
144.4027101,-38.0282805
144.5471725,-38.26434445
144.3921201,-38.0329782
144.3942,-38.01727217
144.5249029,-38.25858391
144.6545378,-38.12111045
144.3230708,-38.19021891
144.3160006,-38.19096399
144.3280847,-38.12981644
144.459458,-38.19692763
144.4071706,-38.01770395
144.6096438,-38.27527495
144.6495491,-38.11682398
144.6495399,-38.1167856
144.6495227,-38.11673566
144.6495157,-38.11665402
144.6495101,-38.11662434
144.6495047,-38.11658901
144.4006383,-38.0358774
144.4081519,-38.02097742
144.4081886,-38.02097708
144.6311071,-38.11982417
144.3993268,-38.03461396
144.3897351,-38.16005535
144.3039679,-38.20660847
144.4105351,-38.02823765
144.2989106,-38.21020271
144.3948044,-38.03194377
144.4168296,-38.02893429
144.3756387,-38.15726606
144.398076,-38.035804
144.3904558,-38.01718547
144.4602115,-38.19586664
144.6352141,-38.12244516
144.6427163,-38.11686082
144.3775442,-38.15679213
144.3677534,-38.15555229
144.37561,-38.15725779
144.4658296,-38.19058834
144.389582,-38.02511674
144.3972344,-38.03448189
144.3678297,-38.15557188
144.6671752,-38.11425209
144.3945129,-38.02654188
144.4028805,-38.02752043
144.5239439,-38.2598093
144.6518556,-38.11716429
144.6481267,-38.11466925
144.3592783,-38.1440268
144.376482,-38.15763261
144.6362033,-38.12148436
144.3959893,-38.03534085
144.3322247,-38.13730045
144.6103516,-38.2716204
144.3535894,-38.14744494
144.3920367,-38.03125877
144.5518073,-38.25463892
144.5352331,-38.25880562
144.3980549,-38.01925342
144.394905,-38.02658963
144.3718897,-38.1516161
144.3625302,-38.14532874
144.4026024,-38.02651037
144.3683559,-38.15864015
144.3788598,-38.15667351
144.3313861,-38.13791497
144.3332267,-38.13452198
144.3201207,-38.21041084
144.337818,-38.19725141
144.546543,-38.25574897
144.3534035,-38.14011589
144.4166403,-38.027368
144.4072558,-38.1655749
144.383956,-38.17696942
144.6114579,-38.27133463
144.5276206,-38.26028408
144.3940272,-38.02947437
144.3331664,-38.14073518
144.4236562,-38.02462554
144.4240055,-38.02381531
144.4103935,-38.02821396
144.4566545,-38.19544435
144.3822563,-38.1727001
144.6312858,-38.11985669
144.6481865,-38.11684476
144.3950321,-38.03436376
144.3930082,-38.0322006
144.4063818,-38.01486183
144.4068823,-38.01468583
144.631066,-38.11974724
144.3978756,-38.02856171
144.3904183,-38.01713564
144.3791292,-38.17274385
144.6267555,-38.12663531
144.4142984,-38.0313382
144.6759412,-38.11651023
144.4007861,-38.03562577
144.388281,-38.0258293
144.4644522,-38.19672314
144.3931861,-38.0314934
144.6091417,-38.2743799
144.6367258,-38.1209707
144.3613037,-38.15873288
144.4609811,-38.1953122
144.3635401,-38.15943066
144.3934306,-38.02632268
144.3895644,-38.02522807
144.3716698,-38.15493
144.4557695,-38.19491889
144.5276439,-38.25953743
144.3729582,-38.15073171
144.4578671,-38.18888236
144.6282409,-38.12333766
144.3926874,-38.0262407
144.3543442,-38.08453825
144.3973791,-38.02874073
144.4121356,-38.02701815
144.3963165,-38.02769454
144.4619813,-38.19669304
144.3953456,-38.02803193
144.3309711,-38.13726231
144.4125208,-38.02850821
144.3586583,-38.14563343
144.3898906,-38.18864993
144.6349142,-38.12249426
144.6395012,-38.11846232
144.3309444,-38.13726695
144.3181841,-38.14001225
144.4243816,-38.0271512
144.3681878,-38.16325306
144.3597472,-38.14689329
144.3722374,-38.15529217
144.3604152,-38.1450079
144.3933263,-38.0189923
144.3839038,-38.15849586
144.3691808,-38.15886997
144.3640265,-38.15752332
144.3599553,-38.14695177
144.3981646,-38.0208479
144.3717251,-38.15156418
144.331378,-38.13797152
144.3344624,-38.140031
144.3318241,-38.1349549
144.353364,-38.16037809
144.3723868,-38.15568204
144.4194893,-38.02350022
144.3675017,-38.15863659
144.3340495,-38.14007069
144.3325563,-38.13688727
144.3578434,-38.14457386
144.3785642,-38.15771566
144.4149932,-38.02731338
144.3603438,-38.14599904
144.4072054,-38.16556961
144.4081408,-38.01556489
144.4169231,-38.02894145
144.3930443,-38.03360735
144.4188256,-38.02589428
144.6207834,-38.11572525
144.6549724,-38.11658323
144.654901,-38.11657704
144.5494721,-38.25942402
144.4574949,-38.18967916
144.3591989,-38.19761276
144.3993744,-38.02498866
144.399723,-38.03358397
144.6774812,-38.11589098
144.3167532,-38.18824079
144.3576607,-38.15686049
144.4647105,-38.18998336
144.3192003,-38.18708257
144.3849096,-38.15866932
144.3941618,-38.03095031
144.3985482,-38.02833574
144.532454,-38.25810504
144.5520011,-38.25433484
144.5504415,-38.2538013
144.3976201,-38.03308286
144.6597312,-38.11455201
144.3102629,-38.20567651
144.5281037,-38.25938681
144.5470434,-38.26442861
144.5340759,-38.25921077
144.5280987,-38.25942366
144.3884827,-38.02585134
144.5296839,-38.26153238
144.4726387,-38.18887434
144.6351195,-38.12253531
144.6578716,-38.11791285
144.4018205,-38.02289115
144.3336622,-38.13219922
144.4161574,-38.03155639
144.3983119,-38.02074026
144.3960033,-38.03502211
144.4187865,-38.0234074
144.3951012,-38.03418911
144.3895053,-38.02554611
144.3948906,-38.03593336
144.6148038,-38.26893361
144.6123817,-38.27301998
144.3938313,-38.03220283
144.393648,-38.02724931
144.4128769,-38.02627214
144.4003104,-38.02535157
144.4060175,-38.01674209
144.5529364,-38.25361324
144.4558668,-38.1949353
144.4078203,-38.01524873
144.5279545,-38.2603011
144.4590194,-38.18979562
144.641969,-38.11707821
144.3950605,-38.02719816
144.3947073,-38.03531307
144.5351694,-38.25907903
144.5351902,-38.25905138
144.3492793,-38.14087034
144.3948389,-38.02708763
144.3950971,-38.03421018
144.4034277,-38.02684752
144.3949229,-38.03440508
144.3988943,-38.03436963
144.5313828,-38.26035115
144.3968356,-38.03414387
144.5518991,-38.25483067
144.396296,-38.16053579
144.3694873,-38.15358858
144.6353051,-38.12198916
144.4102977,-38.03039884
144.4033717,-38.02755841
144.4178911,-38.0233528
144.6619358,-38.11517003
144.3978474,-38.03275077
144.401088,-38.02646805
144.3810631,-38.15829345
144.4004106,-38.03607987
144.3694888,-38.15429086
144.3854322,-38.16642467
144.3771661,-38.16248249
144.6353682,-38.12203733
144.6364088,-38.12092874
144.382302,-38.17279052
144.4210769,-38.02676788
144.610337,-38.27163917
144.64184,-38.12351331
144.6128288,-38.27116424
144.3971064,-38.02024877
144.3691627,-38.15898704
144.331193,-38.13811151
144.3540206,-38.17891322
144.3822735,-38.18131826
144.3462792,-38.13785657
144.4055978,-38.01987078
144.3793097,-38.17549354
144.4026143,-38.0269965
144.5293768,-38.2622675
144.3672655,-38.18062515
144.3336015,-38.13992653
144.3310339,-38.13724562
144.3310132,-38.13725135
144.3689754,-38.1588141
144.3361205,-38.1403292
144.332291,-38.1372343
144.3727628,-38.15607297
144.6127027,-38.27204542
144.3952847,-38.16356987
144.3986894,-38.02290621
144.3533299,-38.16037017
144.3113072,-38.21137138
144.367833,-38.1584924
144.3751724,-38.15713322
144.379158,-38.1563107
144.3326383,-38.13671423
144.3326682,-38.13663633
144.3944226,-38.03311538
144.3837903,-38.17742345
144.4012363,-38.03493139
144.3215019,-38.21022645
144.3983409,-38.03632184
144.3950773,-38.03424699
144.40265,-38.02826594
144.3774444,-38.15474487
144.3333466,-38.14217764
144.614443,-38.26996035
144.6145244,-38.26988565
144.4976864,-38.26667002
144.4914645,-38.26362099
144.5532857,-38.25905408
144.5396451,-38.25872436
144.5158584,-38.25703079
144.5158703,-38.25702412
144.5158691,-38.25701134
144.5158342,-38.25700846
144.5478253,-38.25195836
144.553866,-38.2500137
144.5545876,-38.24990692
144.5547786,-38.2498942
144.5549578,-38.24989055
144.5548164,-38.24934089
144.5545157,-38.24929984
144.548911,-38.24929209
144.5548875,-38.24925753
144.5534687,-38.24916724
144.5536323,-38.24909367
144.552107,-38.24899188
144.5519227,-38.24896479
144.5512148,-38.24894839
144.5516804,-38.24893411
144.551435,-38.24890395
144.5519123,-38.2488715
144.5517269,-38.24884896
144.5509175,-38.24882906
144.5515373,-38.24882248
144.5513103,-38.24880415
144.5432002,-38.2405518
144.5429474,-38.24038701
144.5433778,-38.240378
144.5432313,-38.24029957
144.5427485,-38.24028055
144.5431448,-38.24025327
144.5430658,-38.24021098
144.5426073,-38.24020759
144.5424172,-38.24012229
144.5211601,-38.22599245
144.5213162,-38.22531105
144.5216249,-38.2202035
144.5211627,-38.22014415
144.5207246,-38.22008912
144.5222475,-38.21988098
144.3281138,-38.21253459
144.3091895,-38.21145807
144.3093143,-38.21145466
144.309459,-38.21145379
144.3097185,-38.21143148
144.3294255,-38.21116982
144.3311827,-38.2104699
144.3067182,-38.20952178
144.3101565,-38.20563057
144.3100096,-38.20499385
144.3097159,-38.20475915
144.3100559,-38.2047104
144.3099109,-38.2046947
144.3054016,-38.19933554
144.3053776,-38.19924774
144.3053596,-38.1991472
144.3053425,-38.19906814
144.3485042,-38.19861596
144.3406629,-38.19848986
144.3405367,-38.19847615
144.3507287,-38.19815208
144.7035528,-38.19554858
144.7035636,-38.19540471
144.7028341,-38.19540457
144.7027818,-38.19535102
144.7035874,-38.19527445
144.319541,-38.19304387
144.4780902,-38.1923064
144.7028482,-38.19107328
144.7029231,-38.19106759
144.7030959,-38.19106123
144.3546771,-38.19064348
144.47786,-38.18855016
144.4778317,-38.18849446
144.4777875,-38.18843583
144.4777644,-38.18836648
144.4777623,-38.18832276
144.477659,-38.18832017
144.4777607,-38.18828099
144.4776679,-38.18825528
144.3913114,-38.18659645
144.4671858,-38.18543425
144.4671123,-38.18536602
144.4668804,-38.18526912
144.4666655,-38.18515005
144.319458,-38.18459127
144.319552,-38.18431079
144.3195986,-38.18419924
144.3194498,-38.1841796
144.3122971,-38.18413937
144.4601548,-38.1821834
144.4602464,-38.18207738
144.4593691,-38.18200332
144.4601959,-38.18199046
144.4607173,-38.18195955
144.4593173,-38.181955
144.4607721,-38.18186776
144.4593976,-38.18186304
144.4607438,-38.18176987
144.4567719,-38.18175145
144.4574119,-38.18174351
144.4574868,-38.1817015
144.4567341,-38.18164049
144.45695,-38.18163515
144.4574418,-38.18161399
144.4567635,-38.18152526
144.4567838,-38.18146133
144.4570401,-38.18117937
144.4568426,-38.18117795
144.4568753,-38.18101989
144.5666831,-38.18049604
144.566612,-38.18045403
144.5665484,-38.18041219
144.4798073,-38.1798423
144.7095832,-38.17710573
144.7086372,-38.17701199
144.3012528,-38.17697473
144.7086203,-38.1768386
144.7074311,-38.17672259
144.3171953,-38.17557622
144.710366,-38.17426618
144.7117544,-38.17388274
144.7116028,-38.17380327
144.2987365,-38.17342734
144.298872,-38.17328401
144.2986766,-38.17322358
144.2996652,-38.17297783
144.2998034,-38.17289031
144.379388,-38.17258252
144.3795723,-38.17253537
144.3792651,-38.17241484
144.3792884,-38.17236856
144.2981786,-38.16897455
144.3879553,-38.16665812
144.3911965,-38.16663483
144.391176,-38.16657937
144.3910528,-38.1665564
144.3880019,-38.16643895
144.3666875,-38.16636591
144.5718309,-38.16087634
144.5649142,-38.16081659
144.5819199,-38.15965895
144.3055935,-38.15761091
144.3862717,-38.15696785
144.3608948,-38.15662206
144.3608587,-38.15661176
144.3607059,-38.15656002
144.3606635,-38.15655224
144.3604054,-38.15648235
144.3277147,-38.15580195
144.3276632,-38.15579514
144.3277304,-38.15523562
144.326482,-38.15468746
144.3097287,-38.15462988
144.3060917,-38.1538567
144.3060486,-38.15372787
144.3059618,-38.15370808
144.3055019,-38.15369307
144.3058736,-38.15368871
144.3066633,-38.1536777
144.3057852,-38.15366007
144.3068902,-38.15350885
144.3069319,-38.15346647
144.3049722,-38.15316212
144.3046972,-38.15256749
144.3018659,-38.15227992
144.3022751,-38.15166723
144.3210442,-38.1516114
144.3026288,-38.15122852
144.3034255,-38.15105954
144.7136001,-38.14397708
144.7049521,-38.14254009
144.7048733,-38.14250923
144.6487857,-38.1228731
144.6491753,-38.12243118
